iter	Logloss	Accuracy
276	0.1452925577	0.9564371543
277	0.145264008	0.9564371543
278	0.1452473317	0.9564371543
279	0.1452467922	0.9564371543
280	0.1452063793	0.9564753004
281	0.1452063568	0.9564753004
282	0.1451835809	0.9564753004
283	0.1451549655	0.9566278848
284	0.1451262257	0.9567423231
285	0.1450986619	0.9567804692
286	0.1450460475	0.9567804692
287	0.1450327357	0.9568186153
288	0.1449833777	0.9568567614
289	0.1449683151	0.9567804692
290	0.1449372574	0.9568186153
291	0.1449081927	0.9568186153
292	0.1448365205	0.9568567614
293	0.1448079751	0.9569330536
294	0.1447866732	0.9569330536
295	0.1447222748	0.9568949075
296	0.144701643	0.9569330536
297	0.1446627043	0.9569711997
298	0.1445400729	0.9570474919
299	0.1444646711	0.957085638
300	0.1444071126	0.9570474919
301	0.1443325064	0.9571237841
302	0.1443057486	0.9571237841
303	0.1442290876	0.9571619302
304	0.1442290749	0.9571619302
305	0.1441979003	0.9571619302
306	0.1441036302	0.9572763685
307	0.1440846399	0.9572763685
308	0.1440374798	0.9572763685
309	0.1439849202	0.9573908068
310	0.1438968022	0.9573908068
311	0.1438627313	0.9575052451
312	0.1438569608	0.9575433912
313	0.143802347	0.9575815373
314	0.1437374841	0.9575052451
315	0.143709377	0.9575052451
316	0.1436864792	0.9575052451
317	0.1436156715	0.9575433912
318	0.1435928768	0.9575433912
319	0.1435684689	0.9575433912
320	0.1435620803	0.9575433912
321	0.1435039012	0.9576196834
322	0.1434689028	0.9576196834
323	0.1434523051	0.9576578295
324	0.1434141684	0.9576578295
325	0.1433444892	0.9577341217
326	0.1432874436	0.9577722678
327	0.1432278286	0.9578104139
328	0.1432047354	0.9578104139
329	0.1431320191	0.9578104139
330	0.1430674842	0.95784856
331	0.1430046711	0.9578104139
332	0.1429792413	0.9578104139
333	0.1429414812	0.95784856
334	0.1429027264	0.9578867061
335	0.1428619077	0.9579248522
336	0.1428105814	0.9580011444
337	0.1427072092	0.9580011444
338	0.1426732916	0.9580774366
339	0.1426676709	0.9580392905
340	0.1426375139	0.9581155827
341	0.1425345171	0.9581918749
342	0.1424225148	0.9581537288
343	0.1423170771	0.958230021
344	0.1422984222	0.9583063132
345	0.1422467406	0.958230021
346	0.1422115211	0.9582681671
347	0.1421884443	0.9583444593
348	0.14209353	0.9584207515
349	0.1420611109	0.9584970437
350	0.1419679548	0.9585351898
351	0.1419291585	0.9585733359
352	0.1418988661	0.9584970437
353	0.1418424399	0.9584207515
354	0.141772619	0.9584970437
355	0.1417351867	0.9584970437
356	0.141686608	0.958611482
357	0.1416572885	0.9584970437
358	0.141625636	0.958611482
359	0.1415844587	0.958611482
360	0.1415554132	0.9585733359
361	0.141528164	0.9585733359
362	0.141487006	0.9585733359
363	0.1414696802	0.9585733359
364	0.1414579851	0.958611482
365	0.1414335735	0.958611482
366	0.141342406	0.9586496281
367	0.141297715	0.9586496281
368	0.1412635966	0.9586496281
369	0.141194442	0.9586877742
370	0.1411613335	0.9586877742
371	0.14110021	0.9586877742
372	0.1410720925	0.9587259203
373	0.1410334005	0.9586877742
374	0.1409972946	0.9587259203
375	0.1409325398	0.9587640664
376	0.1408485598	0.9587640664
377	0.1408157429	0.9587640664
378	0.1407646918	0.9586877742
379	0.1407481556	0.9587640664
380	0.1407029671	0.9588022125
381	0.1406408314	0.9588403586
382	0.1405945984	0.9588403586
383	0.1405356859	0.9589166508
384	0.140484757	0.9589547969
385	0.1404407719	0.958992943
386	0.1404108946	0.958992943
387	0.1403883178	0.9590310891
388	0.1403162912	0.9590310891
389	0.1402451197	0.9590310891
390	0.1402094801	0.9590692352
391	0.1401753462	0.9591455274
392	0.1401457412	0.9591455274
393	0.140122445	0.9591073813
394	0.1401056205	0.9591073813
395	0.1400546735	0.9591455274
396	0.1400059589	0.9591455274
397	0.1399568026	0.9591836735
398	0.1399086041	0.9591455274
399	0.1398677418	0.9591455274
400	0.1398440718	0.9591455274
401	0.1398093311	0.9591073813
402	0.139760052	0.9591455274
403	0.1397462536	0.9591073813
404	0.1396899076	0.9591073813
405	0.1396503574	0.9591073813
406	0.1395879228	0.9591073813
407	0.1395324696	0.9592218196
408	0.1394880606	0.9592218196
409	0.139457925	0.9592599657
410	0.1394058657	0.9592599657
411	0.1393643036	0.9592218196
412	0.1393029771	0.9592218196
413	0.1392787973	0.9592599657
414	0.1392424837	0.9593362579
415	0.1391900134	0.959374404
416	0.1391484519	0.959374404
417	0.139103406	0.959374404
418	0.1390579943	0.959374404
419	0.1390234714	0.9593362579
420	0.1389806011	0.9593362579
421	0.1389505161	0.959374404
422	0.1389216771	0.959374404
423	0.1388744214	0.9594506962
424	0.1388178142	0.9594125501
425	0.1387773994	0.9594125501
426	0.1387157036	0.9595269884
427	0.1387034195	0.9594888423
428	0.1386667505	0.9594888423
429	0.138604289	0.9595651345
430	0.1385707383	0.9596414267
431	0.1385165368	0.9596414267
432	0.1384831392	0.9596414267
433	0.1384719123	0.9596795728
434	0.1384208759	0.9596795728
435	0.1383575207	0.9597177189
436	0.1383386706	0.9596795728
437	0.1382816366	0.9596795728
438	0.1382378703	0.959755865
439	0.1381990182	0.9597177189
440	0.1381522895	0.9597177189
441	0.1380911652	0.959755865
442	0.1380566381	0.9597940111
443	0.1380308978	0.9599084494
444	0.1379869368	0.9598703033
445	0.1379405027	0.9599084494
446	0.1379274036	0.9599465955
447	0.137918471	0.9599084494
448	0.1378603288	0.9599465955
449	0.1378521502	0.9600228877
450	0.1378268302	0.9600610338
451	0.1377386809	0.9600991799
452	0.1377265777	0.9600991799
453	0.1376683967	0.9600610338
454	0.1375995559	0.9602136182
455	0.1375876144	0.9601754721
456	0.1375710953	0.960137326
457	0.1375224705	0.960137326
458	0.1375055859	0.960137326
459	0.1374847068	0.960137326
460	0.1374107577	0.960137326
461	0.1373519573	0.9601754721
462	0.1373300261	0.960137326
463	0.1372896578	0.9602136182
464	0.1372707663	0.9602517643
465	0.137242878	0.9602517643
466	0.1371984807	0.9602899104
467	0.1371695792	0.9603280565
468	0.1370911592	0.9603280565
469	0.1369711008	0.9602517643
470	0.1369391571	0.9602517643
471	0.1368953604	0.9602899104
472	0.1368586528	0.9602517643
473	0.1368393314	0.9602517643
474	0.1368049528	0.9602517643
475	0.1367924866	0.9602136182
476	0.136743545	0.9602136182
477	0.1367100932	0.9602517643
478	0.1366716734	0.9602899104
479	0.1365537015	0.9602517643
480	0.1364967225	0.9604043487
481	0.136487703	0.960518787
482	0.1364265181	0.960518787
483	0.1364026505	0.960518787
484	0.1363616835	0.960518787
485	0.136316399	0.9604806409
486	0.136308504	0.960518787
487	0.1362622032	0.9605569331
488	0.1362409939	0.9605950792
489	0.1361993805	0.9605950792
490	0.1361905158	0.9606332253
491	0.1361610183	0.9606332253
492	0.1361331747	0.9606332253
493	0.136094884	0.9606332253
494	0.1360477656	0.9606713714
495	0.1360213385	0.9606713714
496	0.1359800785	0.9606713714
497	0.1359424025	0.9606713714
498	0.1358913546	0.9606713714
499	0.1358567267	0.9606713714
500	0.1358080738	0.9607095175
501	0.1357908329	0.9607095175
502	0.13577916	0.9607095175
503	0.1357535898	0.9607476636
504	0.1357310231	0.9607858097
505	0.1356984465	0.9607476636
506	0.1356411233	0.9607858097
507	0.1356157285	0.9608621019
508	0.1355998083	0.9608239558
509	0.1355681944	0.9608239558
510	0.1355113737	0.9607858097
511	0.1354762441	0.9607858097
512	0.1354762282	0.9607858097
513	0.1354433619	0.9607476636
514	0.1354021033	0.9607095175
515	0.1353506144	0.9607095175
516	0.1353156858	0.9607858097
517	0.135283634	0.9608239558
518	0.1352527935	0.9608239558
519	0.135178446	0.9607858097
520	0.1351559578	0.9608239558
521	0.1351364273	0.9608239558
522	0.1350615475	0.9608621019
523	0.1350382946	0.9608621019
524	0.1349747839	0.9609002479
525	0.1349606008	0.960938394
526	0.1349232969	0.9609002479
527	0.1349046932	0.960938394
528	0.1348875459	0.9610146862
529	0.1348602198	0.9610146862
530	0.1348095043	0.9609765401
531	0.1347929753	0.9610146862
532	0.1347812267	0.9610146862
533	0.1347298095	0.9610146862
534	0.134700341	0.9611672706
535	0.1346825932	0.9611672706
536	0.1346762286	0.9611672706
537	0.1346259906	0.9611672706
538	0.1345617935	0.9612435628
539	0.1345548743	0.9612435628
540	0.1345164629	0.9612435628
541	0.1344581122	0.9612817089
542	0.134425603	0.961319855
543	0.1343940796	0.9613580011
544	0.1343276383	0.9613580011
545	0.1343034263	0.9613961472
546	0.1343009572	0.9613961472
547	0.1342752962	0.9613961472
548	0.1342273062	0.9613961472
549	0.1341778016	0.9614724394
550	0.1341233694	0.9614342933
551	0.1341133537	0.9614342933
552	0.1340708057	0.9614724394
553	0.1340099763	0.9614342933
554	0.1339563332	0.9615105855
555	0.1339458514	0.9615487316
556	0.1339274255	0.9616250238
557	0.1338914583	0.9616250238
558	0.1338498995	0.9616250238
559	0.1338063354	0.9615487316
560	0.1337753538	0.9615868777
561	0.1337436117	0.9615487316
562	0.133686148	0.9615105855
563	0.1336381414	0.9616631699
564	0.1335856299	0.9615487316
565	0.1335605453	0.9614342933
566	0.133505655	0.9614342933
567	0.1334313773	0.9614724394
568	0.133409373	0.9615105855
569	0.1333620664	0.9615487316
570	0.1333480204	0.9615105855
571	0.133314687	0.9614724394
572	0.1332744405	0.9615105855
573	0.1332498427	0.9615105855
574	0.1331872178	0.9616250238
575	0.1331741001	0.9615105855
576	0.133135186	0.9615487316
577	0.1330506601	0.9616631699
578	0.1330056889	0.9616631699
579	0.1329777588	0.9616250238
580	0.1329373972	0.9616631699
581	0.132863607	0.9616631699
582	0.1327963539	0.9616250238
583	0.1327640069	0.9615868777
584	0.1327443227	0.9616250238
585	0.1327183887	0.9616631699
586	0.132700559	0.9617394621
587	0.1326453927	0.9617776082
588	0.1325798098	0.9617394621
589	0.1325108316	0.961701316
590	0.1324696441	0.9617394621
591	0.1324409104	0.9618157543
592	0.1324119797	0.9618539004
593	0.1323750986	0.9618920465
594	0.132350398	0.9618920465
595	0.1323332304	0.9618539004
596	0.1323201311	0.9618539004
597	0.1323006713	0.9618539004
598	0.132234727	0.962082777
599	0.1322014587	0.9620064848
600	0.1321651209	0.9619683387
601	0.1321183869	0.9619683387
602	0.1320754255	0.9619683387
603	0.1320418754	0.9619683387
604	0.1319892874	0.9618920465
605	0.1319392713	0.9619301926
606	0.1318902987	0.9619301926
607	0.1318252878	0.9619301926
608	0.1317425247	0.9619683387
609	0.1317262314	0.9619683387
610	0.131667247	0.9618539004
611	0.1316428582	0.9619301926
612	0.131559532	0.9619683387
613	0.1315386836	0.9619301926
614	0.1315322805	0.9619301926
615	0.1314723774	0.9619683387
616	0.1314330155	0.9620064848
617	0.1313887225	0.9619683387
618	0.1313194267	0.9621209231
619	0.1312792518	0.9621972153
620	0.1312178246	0.9622353614
621	0.1311767115	0.9621972153
622	0.1311163464	0.9621972153
623	0.1310936785	0.9621972153
624	0.1310641493	0.9621590692
625	0.1310322674	0.9622353614
626	0.130990095	0.9622735075
627	0.1309672869	0.9622353614
628	0.1309335291	0.9622735075
629	0.1308928653	0.9623116536
630	0.1308641987	0.9623879458
631	0.1308336793	0.9623116536
632	0.1307919804	0.9623497997
633	0.1306864216	0.9623497997
634	0.1306727773	0.9623497997
635	0.1306501092	0.9623497997
636	0.1306148402	0.9623879458
637	0.1305620799	0.962464238
638	0.1305573895	0.962464238
639	0.1304889892	0.9625023841
640	0.1304511012	0.9625023841
641	0.1304354515	0.9625023841
642	0.1303985641	0.9625405302
643	0.1303852436	0.9625023841
644	0.1303416938	0.9625405302
645	0.130297108	0.9625405302
646	0.1302604355	0.9625786763
647	0.1302221434	0.9625405302
648	0.1301930619	0.9625023841
649	0.1301648592	0.9625023841
650	0.1301223152	0.9625405302
651	0.1300861903	0.9626168224
652	0.1300542398	0.9625405302
653	0.1300339379	0.9625405302
654	0.1299916742	0.9625023841
655	0.1299382372	0.9625405302
656	0.129894074	0.9626168224
657	0.129815721	0.9626931146
658	0.1298156585	0.9626931146
659	0.129773978	0.9626931146
660	0.1297271999	0.9626549685
661	0.1296940786	0.9626168224
662	0.1296475563	0.9626931146
663	0.1296112943	0.9626168224
664	0.1295914694	0.9626168224
665	0.1295812603	0.9626168224
666	0.1295362571	0.9626549685
667	0.1294945752	0.9626931146
668	0.1294462862	0.9626549685
669	0.1294161392	0.9626549685
670	0.1293774314	0.9627312607
671	0.1293345866	0.9627312607
672	0.1293044399	0.9627312607
673	0.129283787	0.9628075529
674	0.1292836653	0.9628075529
675	0.1292493014	0.9627694068
676	0.1292311226	0.9627694068
677	0.1292020369	0.9627694068
678	0.1291399321	0.9627312607
679	0.1291146368	0.9627312607
680	0.1290855684	0.9627312607
681	0.1290752845	0.9627312607
682	0.1290403177	0.9627694068
683	0.1290039457	0.9627312607
684	0.128973587	0.9628075529
685	0.1289710011	0.9628075529
686	0.1289390293	0.9628075529
687	0.1288647174	0.9628838451
688	0.1288261865	0.9628838451
689	0.128802595	0.962845699
690	0.1287974096	0.962845699
691	0.1287973955	0.962845699
692	0.128771623	0.962845699
693	0.1287314887	0.962845699
694	0.1286912181	0.9628075529
695	0.1286440271	0.9628075529
696	0.1286356744	0.9628075529
697	0.1286199689	0.9627694068
698	0.1285778793	0.962845699
699	0.1285436916	0.9628838451
700	0.1284840191	0.9629219912
701	0.1284839749	0.9629219912
702	0.1284441133	0.9629601373
703	0.1283829179	0.9629601373
704	0.1283346246	0.9629219912
705	0.128332705	0.9629219912
706	0.1283007629	0.9628838451
707	0.1282248064	0.9628838451
708	0.1281635503	0.9629601373
709	0.1281225785	0.9629982834
710	0.1280678537	0.9629601373
711	0.1280397778	0.9629601373
712	0.1280298319	0.9629601373
713	0.1279923314	0.9629982834
714	0.1279640699	0.9629982834
715	0.1279357369	0.9629601373
716	0.1278979727	0.9629219912
717	0.1278819625	0.9629219912
718	0.1278446294	0.9629982834
719	0.1278267148	0.9629982834
720	0.1277784658	0.9629982834
721	0.1277483549	0.9630364295
722	0.1276947221	0.9629982834
723	0.1276363697	0.9630364295
724	0.1275791065	0.9629982834
725	0.1275566565	0.9629982834
726	0.1275085681	0.9630364295
727	0.1274874584	0.9630745756
728	0.1274558326	0.9629982834
729	0.1274176056	0.9631127217
730	0.1273967948	0.9631127217
731	0.127340526	0.9630745756
732	0.1273046524	0.9631127217
733	0.1272888022	0.9630745756
734	0.1272689635	0.9631127217
735	0.127219695	0.9631127217
736	0.1271805577	0.9630364295
737	0.1271554575	0.9630364295
738	0.1271554452	0.9630364295
739	0.1271436978	0.9630745756
740	0.1271143688	0.9631127217
741	0.1270913291	0.9631508678
742	0.1270509812	0.9631127217
743	0.1269957385	0.9631127217
744	0.1269539268	0.9631127217
745	0.1269171204	0.9631508678
746	0.1268975166	0.9631508678
747	0.126876877	0.9631890139
748	0.1268371816	0.9631890139
749	0.1268007012	0.9631890139
750	0.1267605512	0.96322716
751	0.1266846965	0.9631890139
752	0.1266013702	0.9632653061
753	0.1265367997	0.9631890139
754	0.1264974917	0.9631890139
755	0.1264690896	0.9632653061
756	0.1264408168	0.9633034522
757	0.1264272758	0.9633415983
758	0.1264016106	0.9633415983
759	0.1263712867	0.9632653061
760	0.1263360062	0.9633797444
761	0.1263099525	0.9633415983
762	0.1262761314	0.9633034522
763	0.1262536031	0.9633034522
764	0.1262342398	0.9633034522
765	0.1262164933	0.9633034522
766	0.1261732708	0.9633415983
767	0.1261426251	0.9633034522
768	0.1260975976	0.9633034522
769	0.1260975843	0.9633034522
770	0.1260733427	0.9633415983
771	0.1260350518	0.9632653061
772	0.1260117893	0.9632653061
773	0.1259788647	0.9632653061
774	0.1259572034	0.9633415983
775	0.1259253498	0.9633415983
776	0.1258821738	0.9633034522
777	0.1258821618	0.9633034522
778	0.1258619882	0.9633034522
779	0.1258319004	0.9633415983
780	0.1258157485	0.9633797444
781	0.1257751672	0.9633797444
782	0.125709475	0.9634560366
783	0.1256776612	0.9635323288
784	0.1256186441	0.9635323288
785	0.1255791697	0.9635323288
786	0.1255705274	0.9635704749
787	0.1254894201	0.9635704749
788	0.1254470164	0.9634941827
789	0.1254276331	0.9635323288
790	0.1253773784	0.9636467671
791	0.1253074198	0.963608621
792	0.1252895188	0.963608621
793	0.1252820858	0.963608621
794	0.1252318727	0.9636467671
795	0.1252062917	0.963608621
796	0.125176083	0.963608621
797	0.1251243032	0.9636467671
798	0.1251057861	0.9636849132
799	0.1250685095	0.9636849132
800	0.1250322437	0.9636849132
801	0.1250149787	0.9636467671
802	0.1249811372	0.963608621
803	0.1249424067	0.9636849132
804	0.1249109324	0.9636467671
805	0.1248847702	0.9636467671
806	0.124855142	0.963608621
807	0.1247904784	0.9636849132
808	0.1247793629	0.9636849132
809	0.124760851	0.9637230593
810	0.1247308219	0.9637230593
811	0.1246720612	0.9637612054
812	0.1246291524	0.9637993515
813	0.1245924313	0.9638374976
814	0.1245924287	0.9638374976
815	0.1245507358	0.9638756437
816	0.1244957805	0.9638756437
817	0.1244657796	0.9638756437
818	0.1244443362	0.9638374976
819	0.1244215001	0.9637993515
820	0.1243861656	0.9637993515
821	0.1243267106	0.9637993515
822	0.1242906944	0.9637993515
823	0.1242906284	0.9637993515
824	0.1242803111	0.9637993515
825	0.1242803091	0.9637993515
826	0.1242638784	0.9637993515
827	0.1242404736	0.9637993515
828	0.124235305	0.9637993515
829	0.1241859914	0.9638756437
830	0.1241309023	0.9638374976
831	0.124096018	0.9638756437
832	0.1240620602	0.9638374976
833	0.1240444715	0.9637993515
834	0.1240110596	0.9638756437
835	0.1239975512	0.9638756437
836	0.1239748058	0.9639137898
837	0.1239338038	0.9639137898
838	0.1239224061	0.9639137898
839	0.1238716699	0.9638756437
840	0.1238434633	0.9639137898
841	0.1238357096	0.9638756437
842	0.1238133048	0.9639519359
843	0.1237751398	0.9639519359
844	0.123737403	0.9639519359
845	0.1237121273	0.9639519359
846	0.1236424379	0.9639137898
847	0.1236278842	0.9638756437
848	0.1235999295	0.9638756437
849	0.1235892449	0.9638756437
850	0.1235808049	0.9639137898
851	0.1235448447	0.9638374976
852	0.1235175358	0.9638374976
853	0.1234879354	0.9638756437
854	0.1234677095	0.9639137898
855	0.1233646038	0.9639137898
856	0.1233513955	0.9639137898
857	0.1232778483	0.9639519359
858	0.1232598303	0.9639137898
859	0.1232296082	0.9639519359
860	0.1231827578	0.963990082
861	0.1231348862	0.9639519359
862	0.1230917558	0.9640282281
863	0.1230565321	0.9640663742
864	0.1230225054	0.9640663742
865	0.1229841557	0.9641045203
866	0.1229533475	0.9641045203
867	0.1229265772	0.9641808125
868	0.122871157	0.9641045203
869	0.1228549312	0.9640282281
870	0.1228341344	0.9640663742
871	0.1228068824	0.9641045203
872	0.1227858164	0.9641426664
873	0.1227758394	0.9641426664
874	0.1227682965	0.9641426664
875	0.1227528408	0.9641426664
876	0.1227404576	0.9642189586
877	0.1226987298	0.9641426664
878	0.1226798913	0.9641045203
879	0.1226375464	0.9641808125
880	0.122608058	0.9641808125
881	0.1226021601	0.9641808125
882	0.122570296	0.9641426664
