iter	Passed	Remaining
236	16280	52412
237	16361	52384
238	16418	52278
239	16498	52245
240	16574	52199
241	16635	52105
242	16703	52034
243	16766	51947
244	16845	51912
245	16902	51806
246	16992	51803
247	17088	51817
248	17149	51725
249	17216	51648
250	17297	51615
251	17378	51585
252	17444	51505
253	17525	51472
254	17592	51398
255	17656	51314
256	17712	51208
257	17806	51210
258	17872	51133
259	17940	51061
260	18006	50984
261	18077	50920
262	18153	50870
263	18210	50767
264	18289	50726
265	18373	50701
266	18461	50682
267	18559	50693
268	18612	50578
269	18696	50550
270	18766	50482
271	18892	50566
272	18984	50554
273	19048	50471
274	19115	50395
275	19175	50300
276	19241	50221
277	19298	50121
278	19372	50063
279	19446	50006
280	19495	49882
281	19537	49744
282	19613	49691
283	19677	49609
284	19736	49514
285	19834	49517
286	19906	49455
287	20003	49452
288	20071	49379
289	20137	49302
290	20198	49211
291	20261	49126
292	20330	49056
293	20412	49016
294	20474	48929
295	20532	48835
296	20603	48768
297	20664	48678
298	20728	48597
299	20806	48549
300	20873	48473
301	20929	48374
302	21001	48309
303	21065	48229
304	21120	48127
305	21187	48052
306	21259	47989
307	21312	47884
308	21393	47840
309	21501	47857
310	21572	47792
311	21649	47739
312	21707	47646
313	21795	47615
314	21871	47561
315	21928	47465
316	22021	47447
317	22106	47411
318	22180	47351
319	22242	47266
320	22331	47235
321	22410	47186
322	22487	47134
323	22557	47064
324	22632	47005
325	22706	46946
326	22784	46891
327	22859	46833
328	22925	46757
329	22993	46683
330	23072	46632
331	23138	46556
332	23213	46495
333	23302	46465
334	23382	46416
335	23454	46350
336	23502	46238
337	23553	46131
338	23629	46074
339	23704	46015
340	23759	45916
341	23851	45889
342	23921	45820
343	23972	45715
344	24035	45632
345	24101	45556
346	24170	45484
347	24232	45400
348	24309	45345
349	24384	45286
350	24443	45196
351	24503	45107
352	24563	45021
353	24621	44930
354	24700	44879
355	24775	44817
356	24851	44761
357	24921	44691
358	24987	44615
359	25042	44519
360	25145	44510
361	25191	44398
362	25260	44327
363	25329	44257
364	25379	44153
365	25449	44084
366	25534	44041
367	25613	43988
368	25697	43944
369	25766	43873
370	25828	43789
371	25888	43703
372	25968	43652
373	26049	43601
374	26142	43570
375	26215	43507
376	26297	43457
377	26363	43381
378	26432	43310
379	26509	43252
380	26581	43186
381	26637	43093
382	26710	43029
383	26795	42985
384	26853	42896
385	26926	42831
386	26990	42751
387	27075	42706
388	27149	42643
389	27222	42579
390	27308	42534
391	27373	42457
392	27443	42387
393	27505	42305
394	27588	42256
395	27647	42169
396	27724	42110
397	27790	42035
398	27864	41971
399	27942	41914
400	28022	41859
401	28086	41781
402	28150	41701
403	28223	41637
404	28281	41548
405	28369	41506
406	28459	41465
407	28518	41379
408	28640	41385
409	28715	41322
410	28780	41245
411	28847	41171
412	28921	41105
413	28991	41036
414	29053	40954
415	29118	40877
416	29201	40826
417	29260	40741
418	29331	40672
419	29394	40592
420	29448	40500
421	29514	40424
422	29586	40357
423	29665	40299
424	29753	40255
425	29823	40184
426	29903	40127
427	29971	40055
428	30043	39988
429	30113	39917
430	30174	39835
431	30234	39752
432	30293	39668
433	30360	39593
434	30406	39493
435	30487	39437
436	30581	39399
437	30672	39356
438	30765	39315
439	30817	39222
440	30884	39148
441	30951	39074
442	31036	39023
443	31108	38956
444	31173	38879
445	31266	38837
446	31359	38796
447	31424	38719
448	31488	38642
449	31576	38593
450	31658	38538
451	31744	38486
452	31846	38454
453	31944	38417
454	32042	38380
455	32108	38304
456	32190	38248
457	32262	38179
458	32315	38088
459	32430	38070
460	32520	38023
461	32589	37950
462	32650	37868
463	32711	37787
464	32789	37725
465	32864	37660
466	32936	37591
467	33018	37533
468	33097	37472
469	33190	37427
470	33269	37366
471	33349	37306
472	33463	37284
473	33515	37191
474	33583	37119
475	33646	37039
476	33702	36952
477	33767	36875
478	33833	36800
479	33904	36730
480	33973	36657
481	34034	36576
482	34111	36512
483	34212	36473
484	34302	36424
485	34385	36366
486	34446	36285
487	34506	36204
488	34565	36120
489	34611	36023
490	34671	35942
491	34733	35862
492	34850	35839
493	34957	35806
494	35016	35723
495	35105	35671
496	35180	35604
497	35241	35524
498	35304	35446
499	35361	35361
500	35424	35282
501	35520	35237
502	35663	35238
503	35760	35192
504	35829	35120
505	35904	35053
506	35962	34968
507	36013	34879
508	36111	34834
509	36188	34769
510	36274	34713
511	36332	34628
512	36397	34552
513	36481	34494
514	36577	34446
515	36657	34384
516	36723	34308
517	36781	34224
518	36864	34165
519	36923	34083
520	36989	34007
521	37051	33928
522	37150	33882
523	37222	33813
524	37290	33739
525	37379	33683
526	37432	33596
527	37514	33535
528	37584	33463
529	37647	33385
530	37726	33321
531	37798	33251
532	37861	33173
533	37926	33096
534	37998	33026
535	38045	32935
536	38101	32851
537	38171	32779
538	38256	32720
539	38330	32652
540	38398	32577
541	38463	32502
542	38556	32450
543	38633	32383
544	38722	32327
545	38791	32255
546	38848	32172
547	38963	32137
548	39038	32070
549	39124	32010
550	39260	31992
551	39358	31943
552	39423	31867
553	39519	31815
554	39589	31742
555	39661	31672
556	39733	31601
557	39792	31520
558	39907	31483
559	39964	31400
560	40035	31329
561	40104	31255
562	40163	31174
563	40234	31103
564	40302	31029
565	40369	30954
566	40484	30917
567	40565	30852
568	40650	30791
569	40747	30739
570	40829	30675
571	40899	30603
572	40956	30520
573	41026	30448
574	41110	30386
575	41193	30323
576	41262	30249
577	41353	30192
578	41418	30116
579	41513	30061
580	41601	30001
581	41658	29919
582	41747	29860
583	41845	29807
584	41910	29731
585	41970	29651
586	42038	29577
587	42092	29493
588	42179	29432
589	42238	29352
590	42307	29278
591	42376	29205
592	42462	29143
593	42527	29067
594	42595	28993
595	42678	28930
596	42751	28858
597	42808	28777
598	42867	28697
599	42936	28624
600	42991	28541
601	43065	28471
602	43127	28394
603	43202	28324
604	43304	28273
605	43406	28221
606	43473	28146
607	43541	28073
608	43616	28003
609	43689	27932
610	43757	27858
611	43815	27778
612	43889	27708
613	44022	27675
614	44115	27616
615	44189	27546
616	44313	27507
617	44394	27441
618	44483	27380
619	44563	27312
620	44647	27248
621	44727	27181
622	44797	27108
623	44846	27022
624	44909	26945
625	45000	26885
626	45087	26822
627	45151	26746
628	45207	26664
629	45277	26591
630	45344	26517
631	45428	26452
632	45519	26391
633	45634	26344
634	45719	26279
635	45795	26210
636	45866	26137
637	45961	26078
638	46041	26010
639	46108	25936
640	46172	25859
641	46227	25777
642	46295	25703
643	46369	25632
644	46473	25578
645	46548	25508
646	46635	25443
647	46718	25378
648	46806	25314
649	46872	25239
650	46932	25160
651	47012	25092
652	47085	25020
653	47174	24957
654	47321	24924
655	47399	24855
656	47475	24785
657	47557	24718
658	47636	24649
659	47720	24583
660	47777	24503
661	47864	24438
662	47924	24359
663	48006	24292
664	48079	24220
665	48152	24148
666	48244	24085
667	48315	24012
668	48382	23938
669	48450	23863
670	48502	23781
671	48556	23700
672	48603	23615
673	48670	23540
674	48732	23463
675	48822	23399
676	48892	23326
677	48967	23255
678	49028	23178
679	49094	23103
680	49186	23040
681	49280	22978
682	49402	22929
683	49481	22859
684	49556	22788
685	49620	22712
686	49703	22645
687	49796	22582
688	49867	22509
689	49963	22447
690	50028	22371
691	50100	22299
692	50178	22229
693	50236	22150
694	50325	22085
695	50408	22017
696	50479	21944
697	50573	21881
698	50647	21809
699	50712	21734
700	50792	21664
701	50854	21587
702	50938	21520
703	50995	21441
704	51054	21363
705	51111	21284
706	51174	21208
707	51237	21132
708	51305	21057
709	51375	20984
710	51444	20910
711	51522	20840
712	51591	20766
713	51656	20691
714	51708	20611
715	51768	20533
716	51840	20461
717	51927	20395
718	52028	20333
719	52109	20264
720	52168	20187
721	52225	20108
722	52284	20031
723	52361	19961
724	52485	19908
725	52574	19842
726	52623	19761
727	52683	19683
728	52744	19607
729	52795	19527
730	52870	19455
731	52935	19380
732	52980	19298
733	53035	19220
734	53120	19152
735	53192	19080
736	53252	19003
737	53322	18930
738	53376	18851
739	53452	18780
740	53517	18706
741	53598	18636
742	53683	18568
743	53763	18499
744	53860	18435
745	54003	18387
746	54064	18310
747	54121	18233
748	54195	18161
749	54259	18086
750	54308	18006
751	54402	17941
752	54487	17873
753	54577	17806
754	54703	17751
755	54753	17671
756	54826	17599
757	54905	17529
758	54967	17453
759	55044	17382
760	55130	17314
761	55221	17247
762	55293	17175
763	55344	17095
764	55425	17025
765	55532	16964
766	55613	16894
767	55671	16817
768	55747	16746
769	55820	16673
770	55949	16617
771	56032	16548
772	56099	16474
773	56157	16397
774	56262	16334
775	56382	16275
776	56437	16197
777	56489	16119
778	56548	16042
779	56630	15972
780	56710	15902
781	56770	15825
782	56825	15748
783	56899	15676
784	56954	15598
785	57032	15528
786	57126	15461
787	57292	15413
788	57371	15342
789	57462	15274
790	57529	15200
791	57595	15126
792	57650	15048
793	57737	14979
794	57813	14907
795	57904	14839
796	57975	14766
797	58023	14687
798	58106	14617
799	58189	14547
800	58306	14485
801	58420	14423
802	58501	14352
803	58575	14279
804	58669	14211
805	58759	14143
806	58844	14072
807	58931	14003
808	58997	13928
809	59066	13855
810	59138	13781
811	59212	13709
812	59279	13634
813	59350	13561
814	59409	13485
815	59502	13417
816	59588	13347
817	59712	13285
818	59782	13212
819	59858	13139
820	59933	13067
821	60010	12994
822	60097	12924
823	60161	12850
824	60222	12774
825	60323	12707
826	60400	12635
827	60468	12561
828	60534	12486
829	60618	12415
830	60696	12343
831	60757	12268
832	60825	12194
833	60875	12116
834	60938	12041
835	61012	11968
836	61073	11893
837	61126	11816
838	61220	11747
839	61288	11673
840	61358	11600
841	61427	11526
842	61494	11452
843	61621	11389
844	61761	11329
845	61818	11253
846	61901	11181
847	61977	11109
848	62066	11038
849	62218	10979
850	62287	10905
851	62371	10834
852	62443	10761
853	62506	10686
854	62570	10611
855	62648	10539
856	62715	10464
857	62787	10391
858	62857	10317
859	62917	10242
860	62977	10167
861	63048	10093
862	63117	10019
863	63192	9946
864	63261	9873
865	63319	9797
866	63386	9723
867	63460	9650
868	63526	9576
869	63589	9501
870	63662	9428
871	63734	9355
872	63803	9281
873	63900	9212
874	63982	9140
875	64100	9073
876	64182	9001
877	64235	8925
878	64323	8854
879	64390	8780
880	64462	8707
881	64532	8633
882	64593	8558
883	64658	8484
884	64727	8410
885	64781	8335
886	64896	8267
887	64995	8197
888	65073	8125
889	65146	8051
890	65207	7977
891	65268	7902
892	65343	7829
893	65410	7755
894	65488	7682
895	65544	7607
896	65613	7534
897	65681	7460
898	65759	7387
899	65825	7313
900	65884	7239
901	65938	7164
902	65997	7089
903	66049	7014
904	66110	6939
905	66189	6867
906	66261	6794
907	66324	6720
908	66396	6646
909	66486	6575
910	66545	6501
911	66616	6427
912	66694	6355
913	66781	6283
914	66841	6209
915	66921	6136
916	66976	6062
917	67049	5989
918	67109	5914
919	67156	5839
920	67232	5766
921	67314	5694
922	67388	5621
923	67480	5550
924	67589	5480
925	67654	5406
926	67743	5334
927	67818	5261
928	67896	5189
929	67959	5115
930	68036	5042
931	68114	4969
932	68175	4895
933	68226	4821
934	68297	4747
935	68350	4673
936	68422	4600
937	68491	4527
938	68563	4454
939	68643	4381
940	68704	4307
941	68792	4235
942	68929	4166
943	69048	4096
944	69102	4021
945	69167	3948
946	69236	3874
947	69298	3801
948	69363	3727
949	69431	3654
950	69491	3580
951	69560	3507
952	69630	3434
953	69688	3360
954	69775	3287
955	69854	3215
956	69936	3142
957	70005	3069
958	70072	2995
959	70124	2921
960	70200	2848
961	70283	2776
962	70340	2702
963	70410	2629
964	70474	2556
965	70526	2482
966	70609	2409
967	70664	2336
968	70720	2262
969	70783	2189
970	70842	2115
971	70911	2042
972	70976	1969
973	71044	1896
974	71102	1823
975	71181	1750
976	71240	1677
977	71314	1604
978	71381	1531
979	71460	1458
980	71519	1385
981	71580	1312
982	71652	1239
983	71719	1166
984	71811	1093
985	71868	1020
986	71924	947
987	71978	874
988	72045	801
989	72125	728
990	72193	655
991	72257	582
992	72300	509
993	72388	436
994	72496	364
995	72556	291
996	72642	218
997	72706	145
998	72756	72
999	72819	0
